idProcessoSeletivo;nome;inicioProcessoSeletivo;fimProcessoSeletivo;status;descricao;criadoPor;datacontratacao;datainiciovaga;idParticipanteRh;cargo;idVaga;titulovaga;numeroposicoes;requisitosvagas;estado;dataCriacao;idCandidato;nomeCandidato;idCriterio;nomeCriterio;pontuacao
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;20/01/2024;01/12/2023;1;Analista;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;11;Kevin;1;comunicação;3
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;21/01/2024;01/12/2023;1;Analista;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;12;Luana;1;comunicação;2
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;22/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;13;Marcelo;1;comunicação;7
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;23/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;14;Natália;1;comunicação;6
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;24/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;15;Otávio;1;comunicação;4
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;25/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;16;Patrícia;1;comunicação;10
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;26/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;17;Rafael;1;comunicação;1
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;27/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;18;Sofia;1;comunicação;9
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;28/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;19;Thiago;1;comunicação;5
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;29/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;20;Vanessa;1;comunicação;8
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;30/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;21;André;1;comunicação;6
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;10/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;22;Beatriz;1;comunicação;2
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;10/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;23;Caio;1;comunicação;4
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;11/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;24;Débora;1;comunicação;7
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;12/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;25;Elias;1;comunicação;1
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;13/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;26;Flávia;1;comunicação;10
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;14/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;27;Gustavo;1;comunicação;3
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;15/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;28;Isabela;1;comunicação;5
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;16/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;29;Jorge;1;comunicação;9
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;17/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;30;Kátia;1;comunicação;8
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;18/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;31;Leandro;1;comunicação;2
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;19/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;32;Mariana;1;comunicação;6
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;20/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;33;Nestor;1;comunicação;4
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;21/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;34;Olívia;1;comunicação;7
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;22/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;35;Paulo;1;comunicação;1
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;23/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;36;Quésia;1;comunicação;10
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;24/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;37;Ricardo;1;comunicação;5
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;25/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;38;Samara;1;comunicação;3
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;26/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;39;Tânia;1;comunicação;9
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;27/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;40;Uriel;1;comunicação;8
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;28/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;41;Vitor;1;comunicação;4
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;29/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;42;Wagner;1;comunicação;2
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;30/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;43;Xuxa;1;comunicação;6
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;02/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;44;Yasmin;1;comunicação;7
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;02/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;45;Zé;1;comunicação;1
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;02/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;46;Alice;1;comunicação;10
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;02/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;47;Bruno;1;comunicação;3
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;02/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;48;Cristiane;1;comunicação;5
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;03/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;49;Diego;1;comunicação;9
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;03/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;50;Emanuelle;1;comunicação;8
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;03/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;51;Fábio;1;comunicação;2
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;03/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;52;Geovana;1;comunicação;6
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;03/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;53;Hugo;1;comunicação;4
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;54;Ivana;1;comunicação;7
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;55;Jéssica;1;comunicação;10
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;56;Kleber;1;comunicação;1
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;57;Lúcia;1;comunicação;3
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;58;Mário;1;comunicação;5
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;59;Nádia;1;comunicação;8
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;60;Orlando;1;comunicação;9
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;61;Priscila;1;comunicação;2
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;62;Quirino;1;comunicação;6
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;63;Renata;1;comunicação;4
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;64;Sabrina;1;comunicação;7
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;65;Tomás;1;comunicação;10
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;66;Ursula;1;comunicação;1
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;67;Vânia;1;comunicação;3
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;68;Wilma;1;comunicação;5
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;69;Xerxes;1;comunicação;9
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/02/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;70;Yara;1;comunicação;8
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/02/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;71;Zilda;1;comunicação;2
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/02/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;72;Adalberto;1;comunicação;6
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/02/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;73;Bruna;1;comunicação;4
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/03/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;74;Cássio;1;comunicação;7
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/03/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;75;Denise;1;comunicação;10
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/03/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;76;Everton;1;comunicação;1
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/03/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;77;Fabiana;1;comunicação;3
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/03/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;78;Gilberto;1;comunicação;5
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/03/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;79;Heloísa;1;comunicação;9
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;80;Ivo;1;comunicação;2
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;81;Júnior;1;comunicação;6
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;82;Kátia;1;comunicação;4
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;83;Leonardo;1;comunicação;8
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;84;Manuela;1;comunicação;10
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;85;Nicolas;1;comunicação;1
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;86;Olivia;1;comunicação;3
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;87;Paulo;1;comunicação;5
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;88;Quinto;1;comunicação;7
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;89;Raquel;1;comunicação;9
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;90;Sandro;1;comunicação;2
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;91;Teodoro;1;comunicação;6
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;10/01/2024;01/12/2023;1;Analista;1;Desenvolvedor Jr;7;Java;Concluido;01/12/2023;1;Ana;2;trabalho em equipe;4
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;11/01/2024;01/12/2023;1;Analista;1;Desenvolvedor Jr;7;Java;Concluido;01/12/2023;2;Bruno;2;trabalho em equipe;8
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;12/01/2024;01/12/2023;1;Analista;1;Desenvolvedor Jr;7;Java;Concluido;01/12/2023;3;Carla;2;trabalho em equipe;10
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;13/01/2024;01/12/2023;1;Analista;1;Desenvolvedor Jr;7;Java;Concluido;01/12/2023;4;Daniel;2;trabalho em equipe;1
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;14/01/2024;01/12/2023;1;Analista;1;Desenvolvedor Jr;7;Java;Concluido;01/12/2023;5;Eduardo;2;trabalho em equipe;3
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;15/01/2024;01/12/2023;1;Analista;1;Desenvolvedor Jr;7;Java;Concluido;01/12/2023;6;Fernanda;2;trabalho em equipe;5
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;16/01/2024;01/12/2023;1;Analista;1;Desenvolvedor Jr;7;Java;Concluido;01/12/2023;7;Gabriel;2;trabalho em equipe;7
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;17/01/2024;01/12/2023;1;Analista;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;8;Helena;2;trabalho em equipe;2
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;18/01/2024;01/12/2023;1;Analista;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;9;Igor;2;trabalho em equipe;6
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;19/01/2024;01/12/2023;1;Analista;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;10;Juliana;2;trabalho em equipe;4
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;20/01/2024;01/12/2023;1;Analista;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;11;Kevin;2;trabalho em equipe;9
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;21/01/2024;01/12/2023;1;Analista;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;12;Luana;2;trabalho em equipe;8
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;22/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;13;Marcelo;2;trabalho em equipe;10
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;23/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;14;Natália;2;trabalho em equipe;1
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;24/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;15;Otávio;2;trabalho em equipe;3
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;25/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;16;Patrícia;2;trabalho em equipe;5
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;26/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;17;Rafael;2;trabalho em equipe;7
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;27/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;18;Sofia;2;trabalho em equipe;2
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;28/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;19;Thiago;2;trabalho em equipe;6
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;29/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;20;Vanessa;2;trabalho em equipe;4
1;Processo seletivo 1;01/12/2023;30/01/2024;concluido;Processo seletivo 1;antonio;30/01/2024;01/12/2023;2;supervisor;2;Desenvolvedor Pleno;13;Java;Concluido;01/12/2023;21;André;2;trabalho em equipe;9
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;10/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;22;Beatriz;2;trabalho em equipe;10
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;10/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;23;Caio;2;trabalho em equipe;1
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;11/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;24;Débora;2;trabalho em equipe;3
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;12/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;25;Elias;2;trabalho em equipe;5
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;13/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;26;Flávia;2;trabalho em equipe;8
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;14/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;27;Gustavo;2;trabalho em equipe;7
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;15/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;28;Isabela;2;trabalho em equipe;2
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;16/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;29;Jorge;2;trabalho em equipe;6
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;17/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;30;Kátia;2;trabalho em equipe;4
